attribute,absFrequency,relFrequency
AGUILERA,12,0.00006
RING,12,0.00006
PARNELL,12,0.00006
HARMAN,12,0.00006
COUTURE,12,0.00006
ALLEY,12,0.00006
SCHUMACHER,12,0.00006
REDD,12,0.00006
DOBBS,12,0.00006
BLUM,12,0.00006
BLALOCK,12,0.00006
MERCHANT,12,0.00006
ENNIS,12,0.00006
DENSON,12,0.00006
COTTRELL,12,0.00006
CHESTER,12,0.00006
BRANNON,12,0.00006
BAGLEY,12,0.00006
AVILES,12,0.00006
WATT,12,0.00006
SOUSA,12,0.00006
ROSENTHAL,12,0.00006
ROONEY,12,0.00006
DIETZ,12,0.00006
BLANK,12,0.00006
PAQUETTE,12,0.00006
MCCLELLAND,12,0.00006
DUFF,12,0.00006
VELASCO,12,0.00006
LENTZ,12,0.00006
GRUBB,12,0.00006
BURROWS,12,0.00006
BARBOUR,12,0.00006
ULRICH,12,0.00006
SHOCKLEY,12,0.00006
RADER,12,0.00006
GERMAN,12,0.00006
BEYER,12,0.00006
MIXON,12,0.00006
LAYTON,12,0.00006
ALTMAN,12,0.00006
ALONZO,12,0.00006
WEATHERS,12,0.00006
TITUS,12,0.00006
STONER,12,0.00006
SQUIRES,12,0.00006
SHIPP,12,0.00006
PRIEST,12,0.00006
LIPSCOMB,12,0.00006
CUTLER,12,0.00006
CABALLERO,12,0.00006
ZIMMER,12,0.00006
WILLETT,12,0.00006
THURSTON,12,0.00006
STOREY,12,0.00006
MEDLEY,12,0.00006
LYLE,12,0.00006
EPPERSON,12,0.00006
SHAH,12,0.00006
MCMILLIAN,12,0.00006
BAGGETT,12,0.00006
TORREZ,12,0.00006
LAWS,12,0.00006
HIRSCH,12,0.00006
DENT,12,0.00006
COREY,12,0.00006
POIRIER,12,0.00006
PEACHEY,12,0.00006
JACQUES,12,0.00006
FARRAR,12,0.00006
CREECH,12,0.00006
BARTH,12,0.00006
TRIMBLE,12,0.00006
FRANCE,12,0.00006
DUPRE,12,0.00006
ALBRECHT,12,0.00006
SAMPLE,12,0.00006
LAWLER,12,0.00006
CRISP,12,0.00006
CONROY,12,0.00006
CHADWICK,12,0.00006
WETZEL,12,0.00006
NESBITT,12,0.00006
MURRY,12,0.00006
JAMESON,12,0.00006
WILHELM,12,0.00006
PATTEN,12,0.00006
MINTON,12,0.00006
MATSON,12,0.00006
KIMBROUGH,12,0.00006
IVERSON,12,0.00006
GUINN,12,0.00006
GALE,12,0.00006
FORTUNE,12,0.00006
CROFT,12,0.00006
TOTH,12,0.00006
PULLIAM,12,0.00006
NUGENT,12,0.00006
NEWBY,12,0.00006
LITTLEJOHN,12,0.00006
DIAS,12,0.00006
CANALES,12,0.00006
BERNIER,12,0.00006
BARON,12,0.00006
BARNEY,12,0.00006
SINGLETARY,12,0.00006
RENTERIA,12,0.00006
PRUETT,12,0.00006
MCHUGH,12,0.00006
MABRY,12,0.00006
LANDRUM,12,0.00006
BROWER,12,0.00006
WELDON,12,0.00006
STODDARD,12,0.00006
RUTH,12,0.00006
CAGLE,12,0.00006
STJOHN,12,0.00006
SCALES,12,0.00006
KOHLER,12,0.00006
KELLOGG,12,0.00006
HOPSON,12,0.00006
GANT,12,0.00006
THARP,12,0.00006
GANN,12,0.00006
ZEIGLER,12,0.00006
PRINGLE,12,0.00006
HAMMONS,12,0.00006
FAIRCHILD,12,0.00006
DEATON,12,0.00006
CHAVIS,12,0.00006
CARNES,12,0.00006
ROWLEY,12,0.00006
MATLOCK,12,0.00006
LIBBY,12,0.00006
KEARNS,12,0.00006
IRIZARRY,12,0.00006
CARRINGTON,12,0.00006
STARKEY,12,0.00006
PEPPER,12,0.00006
LOPES,12,0.00006
JARRELL,12,0.00006
FAY,12,0.00006
CRAVEN,12,0.00006
BEVERLY,12,0.00006
BAUM,12,0.00006
SPAIN,10,0.00005
LITTLEFIELD,10,0.00005
LINN,10,0.00005
HUMPHREYS,10,0.00005
HOOK,10,0.00005
HIGH,10,0.00005
ETHERIDGE,10,0.00005
CUELLAR,10,0.00005
CHASTAIN,10,0.00005
CHANCE,10,0.00005
BUNDY,10,0.00005
SPEER,10,0.00005
SKELTON,10,0.00005
QUIROZ,10,0.00005
PYLE,10,0.00005
PORTILLO,10,0.00005
PONDER,10,0.00005
MOULTON,10,0.00005
MACHADO,10,0.00005
LIU,10,0.00005
KILLIAN,10,0.00005
HUTSON,10,0.00005
HITCHCOCK,10,0.00005
ELLSWORTH,10,0.00005
DOWLING,10,0.00005
CLOUD,10,0.00005
BURDICK,10,0.00005
SPANN,10,0.00005
PEDERSEN,10,0.00005
LEVIN,10,0.00005
LEGGETT,10,0.00005
HAYWARD,10,0.00005
HACKER,10,0.00005
DIETRICH,10,0.00005
BEAULIEU,10,0.00005
BARKSDALE,10,0.00005
WAKEFIELD,10,0.00005
SNOWDEN,10,0.00005
PARIS,10,0.00005
BRISCOE,10,0.00005
BOWIE,10,0.00005
BERMAN,10,0.00005
OGLE,10,0.00005
MCGREGOR,10,0.00005
LAUGHLIN,10,0.00005
HELM,10,0.00005
BURDEN,10,0.00005
WHEATLEY,10,0.00005
SCHREIBER,10,0.00005
PRESSLEY,10,0.00005
PARRIS,10,0.00005
NG,10,0.00005
ALANIZ,10,0.00005
AGEE,10,0.00005
URBAN,10,0.00005
SWANN,10,0.00005
SNODGRASS,10,0.00005
SCHUSTER,10,0.00005
RADFORD,10,0.00005
MONK,10,0.00005
MATTINGLY,10,0.00005
MAIN,10,0.00005
LAMAR,10,0.00005
HARP,10,0.00005
GIRARD,10,0.00005
CHENEY,10,0.00005
YANCEY,10,0.00005
WAGONER,10,0.00005
RIDLEY,10,0.00005
LOMBARDO,10,0.00005
LAU,10,0.00005
HUDGINS,10,0.00005
GASKINS,10,0.00005
DUCKWORTH,10,0.00005
COE,10,0.00005
COBURN,10,0.00005
WILLEY,10,0.00005
PRADO,10,0.00005
NEWBERRY,10,0.00005
MAGANA,10,0.00005
HAMMONDS,10,0.00005
ELAM,10,0.00005
WHIPPLE,10,0.00005
SLADE,10,0.00005
SERNA,10,0.00005
OJEDA,10,0.00005
LILES,10,0.00005
DORMAN,10,0.00005
DIEHL,10,0.00005
ANGEL,10,0.00005
UPTON,10,0.00005
REARDON,10,0.00005
MICHAELS,10,0.00005
KELSEY,10,0.00005
GOETZ,10,0.00005
ELLER,10,0.00005
BAUMAN,10,0.00005
BAER,10,0.00005
AUGUSTINE,10,0.00005
LAYNE,10,0.00005
HUMMEL,10,0.00005
BRENNER,10,0.00005
AMAYA,10,0.00005
ADAMSON,10,0.00005
ORNELAS,10,0.00005
DOWELL,10,0.00005
CLOUTIER,10,0.00005
CHRISTY,10,0.00005
CASTELLANOS,10,0.00005
WING,10,0.00005
WELLMAN,10,0.00005
SAYLOR,10,0.00005
OROURKE,10,0.00005
MOYA,10,0.00005
MONTALVO,10,0.00005
KILPATRICK,10,0.00005
HARLEY,10,0.00005
DURBIN,10,0.00005
SHELL,10,0.00005
OLDHAM,10,0.00005
KANG,10,0.00005
GARVIN,10,0.00005
FOSS,10,0.00005
BRANHAM,10,0.00005
BARTHOLOMEW,10,0.00005
TEMPLETON,10,0.00005
MAGUIRE,10,0.00005
HOLTON,10,0.00005
ALONSO,10,0.00005
RIDER,10,0.00005
MONAHAN,10,0.00005
MCCORMACK,10,0.00005
BEATY,10,0.00005
ANDERS,10,0.00005
STREETER,10,0.00005
NIETO,10,0.00005
NIELSON,10,0.00005
MOFFETT,10,0.00005
LANKFORD,10,0.00005
KEATING,10,0.00005
HECK,10,0.00005
GATLIN,10,0.00005
DELATORRE,10,0.00005
CALLAWAY,10,0.00005
ADCOCK,10,0.00005
WORRELL,10,0.00005
UNGER,10,0.00005
ROBINETTE,10,0.00005
NOWAK,10,0.00005
JETER,10,0.00005
BRUNNER,10,0.00005
ASHTON,10,0.00005
STEEN,10,0.00005
PARROTT,10,0.00005
OVERSTREET,10,0.00005
NOBLES,10,0.00005
MONTANEZ,10,0.00005
LUTHER,10,0.00005
CLEVENGER,10,0.00005
BRINKLEY,10,0.00005
TRAHAN,10,0.00005
QUARLES,10,0.00005
PICKERING,10,0.00005
PEDERSON,10,0.00005
JANSEN,10,0.00005
GRANTHAM,10,0.00005
GILCHRIST,10,0.00005
CRESPO,10,0.00005
AIKEN,10,0.00005
SCHELL,10,0.00005
SCHAEFFER,10,0.00005
LORENZ,10,0.00005
LEYVA,10,0.00005
HARMS,10,0.00005
DYSON,10,0.00005
WALLIS,10,0.00005
PEASE,10,0.00005
LEAVITT,10,0.00005
HYMAN,10,0.00005
CHENG,10,0.00005
CAVANAUGH,10,0.00005
BATTS,10,0.00005
WARDEN,10,0.00005
SEAMAN,10,0.00005
ROCKWELL,10,0.00005
QUEZADA,10,0.00005
PAXTON,10,0.00005
LINDER,10,0.00005
HOUCK,10,0.00005
FONTAINE,10,0.00005
DURANT,10,0.00005
CARUSO,10,0.00005
ADLER,10,0.00005
PIMENTEL,10,0.00005
MIZE,10,0.00005
LYTLE,10,0.00005
DONALD,10,0.00005
CLEARY,10,0.00005
CASON,10,0.00005
ACKER,10,0.00005
SWITZER,10,0.00005
SALMON,10,0.00005
ISAACS,10,0.00005
HIGGINBOTHAM,10,0.00005
HAN,10,0.00005
WATERMAN,10,0.00005
VANDYKE,10,0.00005
STAMPER,10,0.00005
SISK,10,0.00005
SHULER,10,0.00005
RIDDICK,10,0.00005
REDMAN,10,0.00005
MCMAHAN,10,0.00005
LEVESQUE,10,0.00005
HATTON,10,0.00005
BRONSON,10,0.00005
BOLLINGER,10,0.00005
ARNETT,10,0.00005
OKEEFE,10,0.00005
GERBER,10,0.00005
GANNON,10,0.00005
FARNSWORTH,10,0.00005
BAUGHMAN,10,0.00005
SILVERMAN,10,0.00005
SATTERFIELD,10,0.00005
ROYAL,10,0.00005
MCCRARY,10,0.00005
KOWALSKI,10,0.00005
JOY,10,0.00005
GRIGSBY,10,0.00005
GRECO,10,0.00005
CABRAL,10,0.00005
TROUT,10,0.00005
RINEHART,10,0.00005
MAHON,10,0.00005
LINTON,10,0.00005
GOODEN,10,0.00005
CURLEY,10,0.00005
BAUGH,10,0.00005
WYMAN,10,0.00005
WEINER,10,0.00005
SCHWAB,10,0.00005
SCHULER,10,0.00005
MORRISSEY,10,0.00005
MAHAN,10,0.00005
COY,10,0.00005
BUNN,10,0.00005
ANDREW,10,0.00005
THRASHER,10,0.00005
SPEAR,10,0.00005
WAGGONER,10,0.00005
SHELLEY,10,0.00005
ROBERT,10,0.00005
QUALLS,10,0.00005
PURDY,10,0.00005
MCWHORTER,10,0.00005
MAULDIN,10,0.00005
MARK,10,0.00005
JORDON,10,0.00005
GILMAN,10,0.00005
PERRYMAN,10,0.00005
NEWSOM,10,0.00005
MENARD,10,0.00005
MARTINO,10,0.00005
GRAF,10,0.00005
BILLINGSLEY,10,0.00005
ARTIS,10,0.00005
SIMPKINS,10,0.00005
SALISBURY,10,0.00005
QUINTANILLA,10,0.00005
GILLILAND,10,0.00005
FRALEY,10,0.00005
FOUST,10,0.00005
CROUSE,10,0.00005
SCARBOROUGH,10,0.00005
NGO,10,0.00005
GRISSOM,10,0.00005
FULTZ,10,0.00005
RICO,10,0.00005
MARLOW,10,0.00005
MARKHAM,10,0.00005
MADRIGAL,10,0.00005
LAWTON,10,0.00005
BARFIELD,10,0.00005
WHITING,10,0.00005
VARNEY,10,0.00005
SCHWARZ,10,0.00005
HUEY,10,0.00005
GOOCH,10,0.00005
ARCE,10,0.00005
WHEAT,10,0.00005
TRUONG,10,0.00005
POULIN,10,0.00005
MACKENZIE,10,0.00005
LEONE,10,0.00005
HURTADO,10,0.00005
SELBY,10,0.00005
GAITHER,10,0.00005
FORTNER,10,0.00005
CULPEPPER,10,0.00005
COUGHLIN,10,0.00005
BRINSON,10,0.00005
BOUDREAU,10,0.00005
BARKLEY,10,0.00005
BALES,10,0.00005
STEPP,10,0.00005
HOLM,10,0.00005
TAN,10,0.00005
SCHILLING,10,0.00005
MORRELL,10,0.00005
KAHN,10,0.00005
HEATON,10,0.00005
GAMEZ,10,0.00005
DOUGLASS,10,0.00005
CAUSEY,10,0.00005
BROTHERS,10,0.00005
TURPIN,10,0.00005
SHANKS,10,0.00005
SCHRADER,10,0.00005
MEEK,10,0.00005
ISOM,10,0.00005
HARDISON,10,0.00005
CARRANZA,10,0.00005
YANEZ,10,0.00005
WAY,10,0.00005
SCROGGINS,10,0.00005
SCHOFIELD,10,0.00005
RUNYON,10,0.00005
RATCLIFF,10,0.00005
MURRELL,10,0.00005
MOELLER,10,0.00005
IRBY,10,0.00005
CURRIER,10,0.00005
BUTTERFIELD,10,0.00005
YEE,10,0.00005
RALSTON,10,0.00005
PULLEN,10,0.00005
PINSON,10,0.00005
ESTEP,10,0.00005
EAST,10,0.00005
CARBONE,10,0.00005
LANCE,10,0.00005
HAWKS,10,0.00005
ELLINGTON,10,0.00005
CASILLAS,10,0.00005
SPURLOCK,10,0.00005
SIKES,10,0.00005
MOTLEY,10,0.00005
MCCARTNEY,10,0.00005
KRUGER,10,0.00005
ISBELL,10,0.00005
HOULE,10,0.00005
FRANCISCO,10,0.00005
BURK,10,0.00005
BONE,10,0.00005
TOMLIN,10,0.00005
SHELBY,10,0.00005
QUIGLEY,10,0.00005
NEUMANN,10,0.00005
LOVELACE,10,0.00005
FENNELL,10,0.00005
COLBY,10,0.00005
CHEATHAM,10,0.00005
BUSTAMANTE,10,0.00005
SKIDMORE,10,0.00005
HIDALGO,10,0.00005
FORMAN,10,0.00005
CULP,10,0.00005
BOWENS,10,0.00005
BETANCOURT,10,0.00005
AQUINO,10,0.00005
ROBB,10,0.00005
REA,10,0.00005
MILNER,10,0.00005
MARTEL,10,0.00005
GRESHAM,10,0.00005
WILES,10,0.00005
RICKETTS,10,0.00005
GAVIN,10,0.00005
DOWD,10,0.00005
COLLAZO,10,0.00005
BOSTIC,10,0.00005
BLAKELY,10,0.00005
SHERROD,10,0.00005
POWER,10,0.00005
KENYON,10,0.00005
GANDY,10,0.00005
EBERT,10,0.00005
DELOACH,10,0.00005
CARY,10,0.00005
BULL,10,0.00005
ALLARD,10,0.00005
SAUER,10,0.00005
ROBINS,10,0.00005
OLIVARES,10,0.00005
GILLETTE,10,0.00005
CHESTNUT,10,0.00005
BOURQUE,10,0.00005
PAINE,10,0.00005
LYMAN,10,0.00005
HITE,10,0.00005
HAUSER,10,0.00005
DEVORE,10,0.00005
CRAWLEY,10,0.00005
CHAPA,10,0.00005
VU,10,0.00005
TOBIAS,10,0.00005
TALBERT,10,0.00005
POINDEXTER,10,0.00005
MILLARD,10,0.00005
MEADOR,10,0.00005
MCDUFFIE,10,0.00005
MATTOX,10,0.00005
KRAUS,10,0.00005
HARKINS,10,0.00005
CHOATE,10,0.00005
BESS,10,0.00005
WREN,10,0.00005
SLEDGE,10,0.00005
SANBORN,10,0.00005
OUTLAW,10,0.00005
KINDER,10,0.00005
GEARY,10,0.00005
CORNWELL,10,0.00005
BARCLAY,10,0.00005
ADAM,10,0.00005
ABNEY,10,0.00005
SEWARD,10,0.00005
RHOADS,10,0.00005
HOWLAND,10,0.00005
FORTIER,10,0.00005
EASTER,10,0.00005
BENNER,10,0.00005
VINES,10,0.00005
TUBBS,10,0.00005
TROUTMAN,10,0.00005
RAPP,10,0.00005
NOE,10,0.00005
MCCURDY,10,0.00005
HARDER,10,0.00005
DELUCA,10,0.00005
WESTMORELAND,10,0.00005
SOUTH,10,0.00005
HAVENS,10,0.00005
GUAJARDO,10,0.00005
ELY,10,0.00005
CLARY,10,0.00005
SEAL,10,0.00005
MEEHAN,10,0.00005
HERZOG,10,0.00005
GUILLEN,10,0.00005
ASHCRAFT,10,0.00005
WAUGH,10,0.00005
RENNER,10,0.00005
MILAM,10,0.00005
JUNG,10,0.00005
ELROD,10,0.00005
CHURCHILL,10,0.00005
BUFORD,10,0.00005
BREAUX,10,0.00005
BOLIN,10,0.00005
ASHER,10,0.00005
WINDHAM,10,0.00005
TIRADO,10,0.00005
PEMBERTON,10,0.00005
NOLEN,10,0.00005
NOLAND,10,0.00005
KNOTT,10,0.00005
EMMONS,10,0.00005
CORNISH,10,0.00005
CHRISTENSON,10,0.00005
BROWNLEE,10,0.00005
BARBEE,10,0.00005
WALDROP,8,0.00004
PITT,8,0.00004
OLVERA,8,0.00004
LOMBARDI,8,0.00004
GRUBER,8,0.00004
GAFFNEY,8,0.00004
EGGLESTON,8,0.00004
BANDA,8,0.00004
ARCHULETA,8,0.00004
STILL,8,0.00004
SLONE,8,0.00004
PREWITT,8,0.00004
PFEIFFER,8,0.00004
NETTLES,8,0.00004
MENA,8,0.00004
MCADAMS,8,0.00004
HENNING,8,0.00004
GARDINER,8,0.00004
CROMWELL,8,0.00004
CHISHOLM,8,0.00004
BURLESON,8,0.00004
BOX,8,0.00004
VEST,8,0.00004
OGLESBY,8,0.00004
MCCARTER,8,0.00004
MALCOLM,8,0.00004
LUMPKIN,8,0.00004
LARUE,8,0.00004
GREY,8,0.00004
WOFFORD,8,0.00004
VANHORN,8,0.00004
THORN,8,0.00004
TEEL,8,0.00004
SWAFFORD,8,0.00004
STCLAIR,8,0.00004
STANFIELD,8,0.00004
OCAMPO,8,0.00004
HERRMANN,8,0.00004
HANNON,8,0.00004
ARSENAULT,8,0.00004
ROUSH,8,0.00004
MCALISTER,8,0.00004
HIATT,8,0.00004
GUNDERSON,8,0.00004
FORSYTHE,8,0.00004
DUGGAN,8,0.00004
DELVALLE,8,0.00004
CINTRON,8,0.00004
WILKS,8,0.00004
WEINSTEIN,8,0.00004
URIBE,8,0.00004
RIZZO,8,0.00004
NOYES,8,0.00004
MCLENDON,8,0.00004
GURLEY,8,0.00004
BETHEA,8,0.00004
WINSTEAD,8,0.00004
MAPLES,8,0.00004
HARRY,8,0.00004
GUYTON,8,0.00004
GIORDANO,8,0.00004
ALDERMAN,8,0.00004
VALDES,8,0.00004
POLANCO,8,0.00004
PAPPAS,8,0.00004
LIVELY,8,0.00004
GROGAN,8,0.00004
GRIFFITHS,8,0.00004
BOBO,8,0.00004
AREVALO,8,0.00004
WHITSON,8,0.00004
SOWELL,8,0.00004
RENDON,8,0.00004
MATTHEW,8,0.00004
JULIAN,8,0.00004
FERNANDES,8,0.00004
FARROW,8,0.00004
EDMOND,8,0.00004
BENAVIDEZ,8,0.00004
AYRES,8,0.00004
ALICEA,8,0.00004
STUMP,8,0.00004
SMALLEY,8,0.00004
SEITZ,8,0.00004
SCHULTE,8,0.00004
GILLEY,8,0.00004
GALLANT,8,0.00004
DEWEY,8,0.00004
CASPER,8,0.00004
CANFIELD,8,0.00004
WOLFORD,8,0.00004
OMALLEY,8,0.00004
MCNUTT,8,0.00004
MCNULTY,8,0.00004
MCGOVERN,8,0.00004
HARDMAN,8,0.00004
HARBIN,8,0.00004
COWART,8,0.00004
CHAVARRIA,8,0.00004
BRINK,8,0.00004
BECKETT,8,0.00004
BAGWELL,8,0.00004
ARMSTEAD,8,0.00004
ANGLIN,8,0.00004
ABREU,8,0.00004
REYNOSO,8,0.00004
KREBS,8,0.00004
JETT,8,0.00004
HOFFMANN,8,0.00004
GREENFIELD,8,0.00004
FORTE,8,0.00004
BURNEY,8,0.00004
BROOME,8,0.00004
SISSON,8,0.00004
PARENT,8,0.00004
JUDE,8,0.00004
YOUNGER,8,0.00004
TRAMMELL,8,0.00004
PARTRIDGE,8,0.00004
MARVIN,8,0.00004
MACE,8,0.00004
LOMAX,8,0.00004
LEMIEUX,8,0.00004
GOSSETT,8,0.00004
FRANTZ,8,0.00004
FOGLE,8,0.00004
COONEY,8,0.00004
BROUGHTON,8,0.00004
PENCE,8,0.00004
PAULSEN,8,0.00004
NEIL,8,0.00004
MUNCY,8,0.00004
MCARTHUR,8,0.00004
HOLLINS,8,0.00004
EDWARD,8,0.00004
BEAUCHAMP,8,0.00004
WITHERS,8,0.00004
OSORIO,8,0.00004
MULLIGAN,8,0.00004
HOYLE,8,0.00004
FOY,8,0.00004
DOCKERY,8,0.00004
COCKRELL,8,0.00004
BEGLEY,8,0.00004
AMADOR,8,0.00004
ROBY,8,0.00004
RAINS,8,0.00004
LINDQUIST,8,0.00004
GENTILE,8,0.00004
EVERHART,8,0.00004
BOHANNON,8,0.00004
WYLIE,8,0.00004
THAO,8,0.00004
SOMMERS,8,0.00004
PURNELL,8,0.00004
PALMA,8,0.00004
FORTIN,8,0.00004
DUNNING,8,0.00004
BREEDEN,8,0.00004
VAIL,8,0.00004
PHELAN,8,0.00004
PHAN,8,0.00004
MARX,8,0.00004
COSBY,8,0.00004
COLBURN,8,0.00004
CHONG,8,0.00004
BOLING,8,0.00004
BIDDLE,8,0.00004
LEDESMA,8,0.00004
GADDIS,8,0.00004
DENNEY,8,0.00004
CHOW,8,0.00004
BUENO,8,0.00004
BERRIOS,8,0.00004
WICKER,8,0.00004
TOLLIVER,8,0.00004
THIBODEAUX,8,0.00004
NAGLE,8,0.00004
LAVOIE,8,0.00004
FISK,8,0.00004
DO,8,0.00004
CRIST,8,0.00004
BARBOSA,8,0.00004
REEDY,8,0.00004
MARCH,8,0.00004
LOCKLEAR,8,0.00004
KOLB,8,0.00004
HIMES,8,0.00004
BEHRENS,8,0.00004
BECKWITH,8,0.00004
BECKHAM,8,0.00004
WEEMS,8,0.00004
WAHL,8,0.00004
SHORTER,8,0.00004
SHACKELFORD,8,0.00004
REES,8,0.00004
MUSE,8,0.00004
FREE,8,0.00004
CERDA,8,0.00004
VALADEZ,8,0.00004
THIBODEAU,8,0.00004
SAAVEDRA,8,0.00004
RIDGEWAY,8,0.00004
REITER,8,0.00004
MCHENRY,8,0.00004
MAJORS,8,0.00004
LACHANCE,8,0.00004
KEATON,8,0.00004
ISRAEL,8,0.00004
FERRARA,8,0.00004
FALCON,8,0.00004
CLEMENS,8,0.00004
BLOCKER,8,0.00004
APPLEGATE,8,0.00004
PAZ,8,0.00004
NEEDHAM,8,0.00004
MOJICA,8,0.00004
KUYKENDALL,8,0.00004
HAMEL,8,0.00004
ESCAMILLA,8,0.00004
DOUGHTY,8,0.00004
BURCHETT,8,0.00004
AINSWORTH,8,0.00004
WILBUR,8,0.00004
VIDAL,8,0.00004
UPCHURCH,8,0.00004
THIGPEN,8,0.00004
STRAUSS,8,0.00004
SPRUILL,8,0.00004
SOWERS,8,0.00004
RIGGINS,8,0.00004
RICKER,8,0.00004
MCCOMBS,8,0.00004
HARLOW,8,0.00004
GARNETT,8,0.00004
BUFFINGTON,8,0.00004
YI,8,0.00004
SOTELO,8,0.00004
OLIVAS,8,0.00004
NEGRETE,8,0.00004
MOREY,8,0.00004
MACON,8,0.00004
LOGSDON,8,0.00004
LAPOINTE,8,0.00004
FLORENCE,8,0.00004
CATHEY,8,0.00004
BIGELOW,8,0.00004
BELLO,8,0.00004
WESTFALL,8,0.00004
STUBBLEFIELD,8,0.00004
PEAK,8,0.00004
LINDLEY,8,0.00004
JEFFREY,8,0.00004
HEIN,8,0.00004
HAWES,8,0.00004
FARRINGTON,8,0.00004
EDGE,8,0.00004
BREEN,8,0.00004
BIRCH,8,0.00004
WILDE,8,0.00004
STEED,8,0.00004
SEPULVEDA,8,0.00004
REINHARDT,8,0.00004
PROFFITT,8,0.00004
MINTER,8,0.00004
MESSINA,8,0.00004
MCNABB,8,0.00004
MAIER,8,0.00004
KEELER,8,0.00004
GAMBOA,8,0.00004
DONOHUE,8,0.00004
DEXTER,8,0.00004
BASHAM,8,0.00004
SHINN,8,0.00004
ORLANDO,8,0.00004
CROOKS,8,0.00004
COTA,8,0.00004
BORDERS,8,0.00004
BILLS,8,0.00004
BACHMAN,8,0.00004
TISDALE,8,0.00004
TAVARES,8,0.00004
SCHMID,8,0.00004
PICKARD,8,0.00004
JASPER,8,0.00004
GULLEY,8,0.00004
FONSECA,8,0.00004
DELOSSANTOS,8,0.00004
CONDON,8,0.00004
CLANCY,8,0.00004
BATISTA,8,0.00004
WICKS,8,0.00004
WADSWORTH,8,0.00004
NEW,8,0.00004
MARTELL,8,0.00004
LO,8,0.00004
LITTLETON,8,0.00004
ISON,8,0.00004
HAAG,8,0.00004
FOLSOM,8,0.00004
BRUMFIELD,8,0.00004
BROYLES,8,0.00004
BRITO,8,0.00004
MIRELES,8,0.00004
MCDONNELL,8,0.00004
LECLAIR,8,0.00004
HAMBLIN,8,0.00004
GOUGH,8,0.00004
FANNING,8,0.00004
BINDER,8,0.00004
WINFIELD,8,0.00004
WHITWORTH,8,0.00004
SORIANO,8,0.00004
PALUMBO,8,0.00004
NEWKIRK,8,0.00004
MANGUM,8,0.00004
HUTCHERSON,8,0.00004
COMSTOCK,8,0.00004
CECIL,8,0.00004
CARLIN,8,0.00004
BEALL,8,0.00004
BAIR,8,0.00004
WENDT,8,0.00004
WATTERS,8,0.00004
WALLING,8,0.00004
PUTMAN,8,0.00004
OTOOLE,8,0.00004
OLIVA,8,0.00004
MORLEY,8,0.00004
MARES,8,0.00004
LEMUS,8,0.00004
KEENER,8,0.00004
JEFFERY,8,0.00004
HUNDLEY,8,0.00004
DIAL,8,0.00004
DAMICO,8,0.00004
BILLUPS,8,0.00004
STROTHER,8,0.00004
MCFARLANE,8,0.00004
LAMM,8,0.00004
EAVES,8,0.00004
CRUTCHER,8,0.00004
CARABALLO,8,0.00004
CANTY,8,0.00004
ATWELL,8,0.00004
TAFT,8,0.00004
SILER,8,0.00004
RUST,8,0.00004
RAWLS,8,0.00004
RAWLINGS,8,0.00004
PRIETO,8,0.00004
NILES,8,0.00004
MCNEELY,8,0.00004
MCAFEE,8,0.00004
HULSEY,8,0.00004
HARLAN,8,0.00004
HACKNEY,8,0.00004
GALVEZ,8,0.00004
ESCALANTE,8,0.00004
DELAGARZA,8,0.00004
CRIDER,8,0.00004
CHARLTON,8,0.00004
BANDY,8,0.00004
WILBANKS,8,0.00004
STOWE,8,0.00004
STEINBERG,8,0.00004
SAMSON,8,0.00004
RENFRO,8,0.00004
MASTERSON,8,0.00004
MASSIE,8,0.00004
LANHAM,8,0.00004
HASKELL,8,0.00004
HAMRICK,8,0.00004
FORT,8,0.00004
DEHART,8,0.00004
CARD,8,0.00004
BURDETTE,8,0.00004
BRANSON,8,0.00004
BOURNE,8,0.00004
BABIN,8,0.00004
ALEMAN,8,0.00004
WORTHY,8,0.00004
TIBBS,8,0.00004
SWEAT,8,0.00004
SMOOT,8,0.00004
SLACK,8,0.00004
PARADIS,8,0.00004
PACKARD,8,0.00004
MULL,8,0.00004
LUCE,8,0.00004
HOUGHTON,8,0.00004
GANTT,8,0.00004
FURMAN,8,0.00004
DANNER,8,0.00004
CHRISTIANSON,8,0.00004
BURGE,8,0.00004
BRODERICK,8,0.00004
ASHFORD,8,0.00004
ARNDT,8,0.00004
ALMEIDA,8,0.00004
STALLWORTH,8,0.00004
SHADE,8,0.00004
SEARCY,8,0.00004
SAGER,8,0.00004
NOONAN,8,0.00004
MCLEMORE,8,0.00004
MCINTIRE,8,0.00004
MAXEY,8,0.00004
LAVIGNE,8,0.00004
JOBE,8,0.00004
IRELAND,8,0.00004
FERRER,8,0.00004
FALK,8,0.00004
EDGAR,8,0.00004
COFFIN,8,0.00004
BYRNES,8,0.00004
ARANDA,8,0.00004
APODACA,8,0.00004
STAMPS,8,0.00004
ROUNDS,8,0.00004
PEEK,8,0.00004
OLMSTEAD,8,0.00004
LEWANDOWSKI,8,0.00004
KAMINSKI,8,0.00004
HER,8,0.00004
DUNAWAY,8,0.00004
BRUNS,8,0.00004
BRACKETT,8,0.00004
AMATO,8,0.00004
REICH,8,0.00004
MCCLUNG,8,0.00004
LACROIX,8,0.00004
KOONTZ,8,0.00004
HERRICK,8,0.00004
HARDESTY,8,0.00004
FLANDERS,8,0.00004
COUSINS,8,0.00004
CLOSE,8,0.00004
CATO,8,0.00004
