attribute,absFrequency,relFrequency
PAIGE,19,0.000095
JONI,19,0.000095
RACHELLE,19,0.000095
LEOLA,19,0.000095
DAPHNE,19,0.000095
ALTA,19,0.000095
ESTER,19,0.000095
PETRA,19,0.000095
GRACIELA,19,0.000095
IMOGENE,19,0.000095
JOLENE,19,0.000095
KEISHA,19,0.000095
TIMMY,19,0.000095
DARRIN,19,0.000095
WINSTON,19,0.000095
BRENDAN,19,0.000095
TOBY,19,0.000095
VAN,19,0.000095
ABEL,19,0.000095
DOMINICK,19,0.000095
BOYD,19,0.000095
COURTNEY,19,0.000095
JAN,19,0.000095
EMILIO,19,0.000095
ELIJAH,19,0.000095
CARY,19,0.000095
DOMINGO,19,0.000095
SANTOS,19,0.000095
AUBREY,19,0.000095
EMMETT,19,0.000095
MARLON,19,0.000095
EMANUEL,19,0.000095
JERALD,19,0.000095
EDMOND,19,0.000095
EMIL,19,0.000095
LACEY,18,0.00009
GLENNA,18,0.00009
GABRIELA,18,0.00009
KERI,18,0.00009
URSULA,18,0.00009
LIZZIE,18,0.00009
KIRSTEN,18,0.00009
SHANA,18,0.00009
ADELINE,18,0.00009
MAYRA,18,0.00009
JAYNE,18,0.00009
JACLYN,18,0.00009
GRACIE,18,0.00009
SONDRA,18,0.00009
CARMELA,18,0.00009
MARISA,18,0.00009
ROSALIND,18,0.00009
CHARITY,18,0.00009
TONIA,18,0.00009
BEATRIZ,18,0.00009
MARISOL,18,0.00009
CLARICE,18,0.00009
DEWAYNE,18,0.00009
WILL,18,0.00009
OTTO,18,0.00009
TEDDY,18,0.00009
REYNALDO,18,0.00009
BRET,18,0.00009
MORGAN,18,0.00009
JESS,18,0.00009
TRENT,18,0.00009
HUMBERTO,18,0.00009
EMMANUEL,18,0.00009
STEPHAN,18,0.00009
LOUIE,18,0.00009
JEANINE,17,0.000085
SHEENA,17,0.000085
ANGELINE,17,0.000085
FRIEDA,17,0.000085
LILY,17,0.000085
ROBBIE,17,0.000085
SHAUNA,17,0.000085
MILLIE,17,0.000085
CLAUDETTE,17,0.000085
CATHLEEN,17,0.000085
ANGELIA,17,0.000085
GABRIELLE,17,0.000085
AUTUMN,17,0.000085
KATHARINE,17,0.000085
SUMMER,17,0.000085
JODIE,17,0.000085
STACI,17,0.000085
LEA,17,0.000085
CHRISTI,17,0.000085
JIMMIE,17,0.000085
JUSTINE,17,0.000085
ELMA,17,0.000085
LUELLA,17,0.000085
MARGRET,17,0.000085
VICENTE,17,0.000085
LAMONT,17,0.000085
STACY,17,0.000085
GARLAND,17,0.000085
MILES,17,0.000085
MICAH,17,0.000085
EFRAIN,17,0.000085
BILLIE,17,0.000085
LOGAN,17,0.000085
HEATH,17,0.000085
RODGER,17,0.000085
HARLEY,17,0.000085
DEMETRIUS,17,0.000085
ETHAN,17,0.000085
ELDON,17,0.000085
DOMINIQUE,16,0.00008
SOCORRO,16,0.00008
RENE,16,0.00008
MARTINA,16,0.00008
MARGO,16,0.00008
MAVIS,16,0.00008
CALLIE,16,0.00008
BOBBI,16,0.00008
MARITZA,16,0.00008
LUCILE,16,0.00008
LEANNE,16,0.00008
JEANNINE,16,0.00008
DEANA,16,0.00008
AILEEN,16,0.00008
LORIE,16,0.00008
LADONNA,16,0.00008
WILLA,16,0.00008
MANUELA,16,0.00008
GALE,16,0.00008
SELMA,16,0.00008
DOLLY,16,0.00008
SYBIL,16,0.00008
ABBY,16,0.00008
LARA,16,0.00008
DALE,16,0.00008
IVY,16,0.00008
DEE,16,0.00008
WINNIE,16,0.00008
MARCY,16,0.00008
LUISA,16,0.00008
ROCKY,16,0.00008
PIERRE,16,0.00008
JUNIOR,16,0.00008
FREDDY,16,0.00008
ELI,16,0.00008
BRYCE,16,0.00008
ANTOINE,16,0.00008
ROBBIE,16,0.00008
KENDALL,16,0.00008
ROYCE,16,0.00008
STERLING,16,0.00008
MICKEY,16,0.00008
CHASE,16,0.00008
GROVER,16,0.00008
ELTON,16,0.00008
CLEVELAND,16,0.00008
DYLAN,16,0.00008
CHUCK,16,0.00008
DAMIAN,16,0.00008
JERI,15,0.000075
MAGDALENA,15,0.000075
OFELIA,15,0.000075
MEAGAN,15,0.000075
AUDRA,15,0.000075
MATILDA,15,0.000075
LEILA,15,0.000075
CORNELIA,15,0.000075
BIANCA,15,0.000075
SIMONE,15,0.000075
BETTYE,15,0.000075
RANDI,15,0.000075
VIRGIE,15,0.000075
LATISHA,15,0.000075
BARBRA,15,0.000075
GEORGINA,15,0.000075
ELIZA,15,0.000075
LEANN,15,0.000075
BRIDGETTE,15,0.000075
REUBEN,15,0.000075
STAN,15,0.000075
AUGUST,15,0.000075
LEONARDO,15,0.000075
JASPER,15,0.000075
RUSSEL,15,0.000075
ERWIN,15,0.000075
BENITO,15,0.000075
HANS,15,0.000075
MONTE,15,0.000075
BLAINE,15,0.000075
ERNIE,15,0.000075
CURT,15,0.000075
QUENTIN,15,0.000075
AGUSTIN,15,0.000075
MURRAY,15,0.000075
RHODA,14,0.00007
HALEY,14,0.00007
ADELA,14,0.00007
NOLA,14,0.00007
BERNADINE,14,0.00007
FLOSSIE,14,0.00007
ILA,14,0.00007
GRETA,14,0.00007
RUTHIE,14,0.00007
NELDA,14,0.00007
MINERVA,14,0.00007
LILLY,14,0.00007
TERRIE,14,0.00007
LETHA,14,0.00007
HILARY,14,0.00007
ESTELA,14,0.00007
VALARIE,14,0.00007
BRIANNA,14,0.00007
ROSALYN,14,0.00007
EARLINE,14,0.00007
CATALINA,14,0.00007
AVA,14,0.00007
MIA,14,0.00007
CLARISSA,14,0.00007
LIDIA,14,0.00007
CORRINE,14,0.00007
ALEXANDRIA,14,0.00007
CONCEPCION,14,0.00007
TIA,14,0.00007
SHARRON,14,0.00007
RAE,14,0.00007
DONA,14,0.00007
ERICKA,14,0.00007
JAMI,14,0.00007
ELNORA,14,0.00007
CHANDRA,14,0.00007
LENORE,14,0.00007
JAMAL,14,0.00007
DEVON,14,0.00007
ADOLFO,14,0.00007
HARRISON,14,0.00007
TYSON,14,0.00007
BURTON,14,0.00007
BRADY,14,0.00007
ELLIOTT,14,0.00007
WILFREDO,14,0.00007
BART,14,0.00007
JARROD,14,0.00007
VANCE,14,0.00007
DENIS,14,0.00007
DAMIEN,14,0.00007
JOAQUIN,14,0.00007
HARLAN,14,0.00007
DESMOND,14,0.00007
ELLIOT,14,0.00007
DARWIN,14,0.00007
ASHLEY,14,0.00007
GREGORIO,14,0.00007
BUDDY,14,0.00007
NEVA,13,0.000065
MARYLOU,13,0.000065
MELISA,13,0.000065
TABATHA,13,0.000065
SERENA,13,0.000065
AVIS,13,0.000065
ALLIE,13,0.000065
SOFIA,13,0.000065
JEANIE,13,0.000065
ODESSA,13,0.000065
NANNIE,13,0.000065
HARRIETT,13,0.000065
LORAINE,13,0.000065
PENELOPE,13,0.000065
MILAGROS,13,0.000065
EMILIA,13,0.000065
BENITA,13,0.000065
ALLYSON,13,0.000065
ASHLEE,13,0.000065
TANIA,13,0.000065
TOMMIE,13,0.000065
ESMERALDA,13,0.000065
KARINA,13,0.000065
EVE,13,0.000065
PEARLIE,13,0.000065
ZELMA,13,0.000065
MALINDA,13,0.000065
NOREEN,13,0.000065
TAMEKA,13,0.000065
SAUNDRA,13,0.000065
HILLARY,13,0.000065
AMIE,13,0.000065
XAVIER,13,0.000065
KERMIT,13,0.000065
ROSCOE,13,0.000065
ESTEBAN,13,0.000065
ANTON,13,0.000065
SOLOMON,13,0.000065
SCOTTY,13,0.000065
NORBERT,13,0.000065
ELVIN,13,0.000065
WILLIAMS,13,0.000065
NOLAN,13,0.000065
CAREY,13,0.000065
ROD,13,0.000065
QUINTON,13,0.000065
HAL,13,0.000065
BRAIN,13,0.000065
ROB,13,0.000065
ELWOOD,13,0.000065
KENDRICK,13,0.000065
DARIUS,13,0.000065
MOISES,13,0.000065
ALTHEA,12,0.00006
ROSALINDA,12,0.00006
JORDAN,12,0.00006
LILIA,12,0.00006
ALANA,12,0.00006
GAY,12,0.00006
CLARE,12,0.00006
ALEJANDRA,12,0.00006
ELINOR,12,0.00006
MICHAEL,12,0.00006
LORRIE,12,0.00006
JERRI,12,0.00006
DARCY,12,0.00006
EARNESTINE,12,0.00006
CARMELLA,12,0.00006
TAYLOR,12,0.00006
NOEMI,12,0.00006
MARCIE,12,0.00006
LIZA,12,0.00006
ANNABELLE,12,0.00006
LOUISA,12,0.00006
EARLENE,12,0.00006
MALLORY,12,0.00006
CARLENE,12,0.00006
NITA,12,0.00006
SELENA,12,0.00006
TANISHA,12,0.00006
KATY,12,0.00006
JULIANNE,12,0.00006
JOHN,12,0.00006
SON,12,0.00006
MARLIN,12,0.00006
FIDEL,12,0.00006
THADDEUS,12,0.00006
CLIFF,12,0.00006
MARCEL,12,0.00006
ALI,12,0.00006
JACKSON,12,0.00006
RAPHAEL,12,0.00006
BRYON,12,0.00006
ARMAND,12,0.00006
ALVARO,12,0.00006
JEFFRY,12,0.00006
DANE,12,0.00006
JOESPH,12,0.00006
THURMAN,12,0.00006
NED,12,0.00006
SAMMIE,12,0.00006
RUSTY,12,0.00006
MICHEL,12,0.00006
MONTY,12,0.00006
RORY,12,0.00006
FABIAN,12,0.00006
REGGIE,12,0.00006
MASON,12,0.00006
GRAHAM,12,0.00006
LAKISHA,11,0.000055
EDWINA,11,0.000055
MARICELA,11,0.000055
MARGERY,11,0.000055
KENYA,11,0.000055
DOLLIE,11,0.000055
ROXIE,11,0.000055
ROSLYN,11,0.000055
KATHRINE,11,0.000055
NANETTE,11,0.000055
CHARMAINE,11,0.000055
LAVONNE,11,0.000055
ILENE,11,0.000055
KRIS,11,0.000055
TAMMI,11,0.000055
SUZETTE,11,0.000055
CORINE,11,0.000055
KAYE,11,0.000055
JERRY,11,0.000055
MERLE,11,0.000055
CHRYSTAL,11,0.000055
LINA,11,0.000055
DEANNE,11,0.000055
LILIAN,11,0.000055
JULIANA,11,0.000055
ALINE,11,0.000055
LUANN,11,0.000055
KASEY,11,0.000055
MARYANNE,11,0.000055
EVANGELINE,11,0.000055
COLETTE,11,0.000055
MELVA,11,0.000055
LAWANDA,11,0.000055
YESENIA,11,0.000055
NADIA,11,0.000055
MADGE,11,0.000055
KATHIE,11,0.000055
EDDIE,11,0.000055
OPHELIA,11,0.000055
VALERIA,11,0.000055
NONA,11,0.000055
MITZI,11,0.000055
MARI,11,0.000055
GEORGETTE,11,0.000055
CLAUDINE,11,0.000055
FRAN,11,0.000055
ALISSA,11,0.000055
KRIS,11,0.000055
ISAIAH,11,0.000055
VAUGHN,11,0.000055
GUS,11,0.000055
AVERY,11,0.000055
LOYD,11,0.000055
DIEGO,11,0.000055
ALEXIS,11,0.000055
ADOLPH,11,0.000055
NORRIS,11,0.000055
MILLARD,11,0.000055
ROCCO,11,0.000055
GONZALO,11,0.000055
DERICK,11,0.000055
RODRIGO,11,0.000055
GERRY,11,0.000055
STACEY,11,0.000055
CARMEN,11,0.000055
WILEY,11,0.000055
RIGOBERTO,11,0.000055
ALPHONSO,11,0.000055
TY,11,0.000055
SHELBY,11,0.000055
RICKIE,11,0.000055
NOE,11,0.000055
ROSEANN,10,0.00005
LAKEISHA,10,0.00005
SUSANNA,10,0.00005
REVA,10,0.00005
DEIDRE,10,0.00005
CHASITY,10,0.00005
SHEREE,10,0.00005
CARLY,10,0.00005
JAMES,10,0.00005
ELVIA,10,0.00005
ALYCE,10,0.00005
DEIRDRE,10,0.00005
GENA,10,0.00005
BRIANA,10,0.00005
ARACELI,10,0.00005
KATELYN,10,0.00005
ROSANNE,10,0.00005
WENDI,10,0.00005
TESSA,10,0.00005
BERTA,10,0.00005
MARVA,10,0.00005
IMELDA,10,0.00005
MARIETTA,10,0.00005
MARCI,10,0.00005
LEONOR,10,0.00005
ARLINE,10,0.00005
SASHA,10,0.00005
MADELYN,10,0.00005
JANNA,10,0.00005
JULIETTE,10,0.00005
DEENA,10,0.00005
AURELIA,10,0.00005
JOSEFA,10,0.00005
AUGUSTA,10,0.00005
LILIANA,10,0.00005
YOUNG,10,0.00005
CHRISTIAN,10,0.00005
LESSIE,10,0.00005
AMALIA,10,0.00005
SAVANNAH,10,0.00005
ANASTASIA,10,0.00005
VILMA,10,0.00005
NATALIA,10,0.00005
ROSELLA,10,0.00005
LYNNETTE,10,0.00005
CORINA,10,0.00005
VERN,10,0.00005
BOBBIE,10,0.00005
REED,10,0.00005
JEFFERSON,10,0.00005
ELVIS,10,0.00005
BERNARDO,10,0.00005
MAURICIO,10,0.00005
HIRAM,10,0.00005
DONOVAN,10,0.00005
BASIL,10,0.00005
RILEY,10,0.00005
OLLIE,10,0.00005
NICKOLAS,10,0.00005
MAYNARD,10,0.00005
SCOT,10,0.00005
VINCE,10,0.00005
QUINCY,10,0.00005
EDDY,10,0.00005
SEBASTIAN,10,0.00005
FEDERICO,10,0.00005
ULYSSES,10,0.00005
HERIBERTO,10,0.00005
DONNELL,10,0.00005
COLE,10,0.00005
DENNY,10,0.00005
DAVIS,10,0.00005
GAVIN,10,0.00005
EMERY,10,0.00005
WARD,10,0.00005
ROMEO,10,0.00005
JAYSON,10,0.00005
DION,10,0.00005
DANTE,10,0.00005
CLEMENT,10,0.00005
COY,10,0.00005
ODELL,10,0.00005
MAXWELL,10,0.00005
JARVIS,10,0.00005
BRUNO,10,0.00005
ISSAC,10,0.00005
ALFREDA,9,0.000045
LEANNA,9,0.000045
CAREY,9,0.000045
AMPARO,9,0.000045
COLEEN,9,0.000045
TAMRA,9,0.000045
AISHA,9,0.000045
WILDA,9,0.000045
KARYN,9,0.000045
CHERRY,9,0.000045
QUEEN,9,0.000045
MAURA,9,0.000045
MAI,9,0.000045
EVANGELINA,9,0.000045
ROSANNA,9,0.000045
HALLIE,9,0.000045
ERNA,9,0.000045
ENID,9,0.000045
MARIANA,9,0.000045
LACY,9,0.000045
JULIET,9,0.000045
JACKLYN,9,0.000045
FREIDA,9,0.000045
MADELEINE,9,0.000045
MARA,9,0.000045
HESTER,9,0.000045
CATHRYN,9,0.000045
LELIA,9,0.000045
CASANDRA,9,0.000045
BRIDGETT,9,0.000045
ANGELITA,9,0.000045
JANNIE,9,0.000045
DIONNE,9,0.000045
ANNMARIE,9,0.000045
KATINA,9,0.000045
BERYL,9,0.000045
PHOEBE,9,0.000045
MILLICENT,9,0.000045
KATHERYN,9,0.000045
DIANN,9,0.000045
CARISSA,9,0.000045
MARYELLEN,9,0.000045
LIZ,9,0.000045
LAURI,9,0.000045
HELGA,9,0.000045
GILDA,9,0.000045
ADRIAN,9,0.000045
RHEA,9,0.000045
MARQUITA,9,0.000045
HOLLIE,9,0.000045
TISHA,9,0.000045
TAMERA,9,0.000045
ANGELIQUE,9,0.000045
FRANCESCA,9,0.000045
BRITNEY,9,0.000045
KAITLIN,9,0.000045
LOLITA,9,0.000045
FLORINE,9,0.000045
ROWENA,9,0.000045
REYNA,9,0.000045
TWILA,9,0.000045
FANNY,9,0.000045
JANELL,9,0.000045
INES,9,0.000045
CONCETTA,9,0.000045
BERTIE,9,0.000045
ALBA,9,0.000045
BRIGITTE,9,0.000045
ALYSON,9,0.000045
MARY,9,0.000045
DUDLEY,9,0.000045
BROCK,9,0.000045
SANFORD,9,0.000045
COLBY,9,0.000045
CARMELO,9,0.000045
BARNEY,9,0.000045
NESTOR,9,0.000045
HOLLIS,9,0.000045
STEFAN,9,0.000045
DONNY,9,0.000045
ART,9,0.000045
LINWOOD,9,0.000045
BEAU,9,0.000045
WELDON,9,0.000045
GALEN,9,0.000045
ISIDRO,9,0.000045
TRUMAN,9,0.000045
DELMAR,9,0.000045
JOHNATHON,9,0.000045
SILAS,9,0.000045
FREDERIC,9,0.000045
DICK,9,0.000045
KIRBY,9,0.000045
IRWIN,9,0.000045
CRUZ,9,0.000045
MERLIN,9,0.000045
MERRILL,9,0.000045
CHARLEY,9,0.000045
MARCELINO,9,0.000045
LANE,9,0.000045
HARRIS,9,0.000045
CLEO,9,0.000045
CARLO,9,0.000045
TRENTON,9,0.000045
KURTIS,9,0.000045
HUNTER,9,0.000045
AURELIO,9,0.000045
WINFRED,9,0.000045
VITO,9,0.000045
COLLIN,9,0.000045
DENVER,9,0.000045
CARTER,9,0.000045
VONDA,8,0.00004
PANSY,8,0.00004
ELBA,8,0.00004
NOELLE,8,0.00004
LETITIA,8,0.00004
KITTY,8,0.00004
DEANN,8,0.00004
BRANDIE,8,0.00004
LOUELLA,8,0.00004
LETA,8,0.00004
FELECIA,8,0.00004
SHARLENE,8,0.00004
LESA,8,0.00004
BEVERLEY,8,0.00004
ROBERT,8,0.00004
ISABELLA,8,0.00004
HERMINIA,8,0.00004
TERRA,8,0.00004
CELINA,8,0.00004
TORI,8,0.00004
OCTAVIA,8,0.00004
JADE,8,0.00004
DENICE,8,0.00004
GERMAINE,8,0.00004
SIERRA,8,0.00004
MICHELL,8,0.00004
CORTNEY,8,0.00004
NELLY,8,0.00004
DORETHA,8,0.00004
SYDNEY,8,0.00004
DEIDRA,8,0.00004
MONIKA,8,0.00004
LASHONDA,8,0.00004
JUDI,8,0.00004
CHELSEY,8,0.00004
ANTIONETTE,8,0.00004
MARGOT,8,0.00004
BOBBY,8,0.00004
ADELAIDE,8,0.00004
NAN,8,0.00004
LEEANN,8,0.00004
ELISHA,8,0.00004
DESSIE,8,0.00004
LIBBY,8,0.00004
KATHI,8,0.00004
GAYLA,8,0.00004
LATANYA,8,0.00004
MINA,8,0.00004
MELLISA,8,0.00004
KIMBERLEE,8,0.00004
JASMIN,8,0.00004
RENAE,8,0.00004
ZELDA,8,0.00004
ELDA,8,0.00004
MA,8,0.00004
JUSTINA,8,0.00004
GUSSIE,8,0.00004
EMILIE,8,0.00004
CAMILLA,8,0.00004
ABBIE,8,0.00004
ROCIO,8,0.00004
KAITLYN,8,0.00004
JESSE,8,0.00004
EDYTHE,8,0.00004
ASHLEIGH,8,0.00004
SELINA,8,0.00004
LAKESHA,8,0.00004
GERI,8,0.00004
ALLENE,8,0.00004
PAMALA,8,0.00004
MICHAELA,8,0.00004
DAYNA,8,0.00004
CARYN,8,0.00004
ROSALIA,8,0.00004
LEONEL,8,0.00004
EMORY,8,0.00004
PASQUALE,8,0.00004
MOHAMMAD,8,0.00004
MARIANO,8,0.00004
DANIAL,8,0.00004
BLAIR,8,0.00004
LANDON,8,0.00004
DIRK,8,0.00004
BRANDEN,8,0.00004
ADAN,8,0.00004
NUMBERS,8,0.00004
CLAIR,8,0.00004
BUFORD,8,0.00004
GERMAN,8,0.00004
BERNIE,8,0.00004
WILMER,8,0.00004
JOAN,8,0.00004
EMERSON,8,0.00004
ZACHERY,8,0.00004
FLETCHER,8,0.00004
JACQUES,8,0.00004
ERROL,8,0.00004
DALTON,8,0.00004
MONROE,8,0.00004
JOSUE,8,0.00004
DOMINIQUE,8,0.00004
EDWARDO,8,0.00004
BOOKER,8,0.00004
WILFORD,8,0.00004
SONNY,8,0.00004
SHELTON,8,0.00004
CARSON,8,0.00004
THERON,8,0.00004
RAYMUNDO,8,0.00004
DAREN,8,0.00004
TRISTAN,8,0.00004
HOUSTON,8,0.00004
ROBBY,8,0.00004
LINCOLN,8,0.00004
JAME,8,0.00004
GENARO,8,0.00004
GALE,8,0.00004
BENNETT,8,0.00004
OCTAVIO,8,0.00004
CORNELL,8,0.00004
LAVERNE,8,0.00004
HUNG,8,0.00004
ARRON,8,0.00004
ANTONY,8,0.00004
SUN,7,0.000035
JACQULINE,7,0.000035
REBECA,7,0.000035
MARYBETH,7,0.000035
KRYSTLE,7,0.000035
IOLA,7,0.000035
DOTTIE,7,0.000035
BENNIE,7,0.000035
BELLE,7,0.000035
AUBREY,7,0.000035
GRISELDA,7,0.000035
ERNESTINA,7,0.000035
ELIDA,7,0.000035
ADRIANNE,7,0.000035
DEMETRIA,7,0.000035
DELMA,7,0.000035
CHONG,7,0.000035
JAQUELINE,7,0.000035
DESTINY,7,0.000035
ARLEEN,7,0.000035
VIRGINA,7,0.000035
RETHA,7,0.000035
FATIMA,7,0.000035
TILLIE,7,0.000035
ELEANORE,7,0.000035
CARI,7,0.000035
TREVA,7,0.000035
BIRDIE,7,0.000035
WILHELMINA,7,0.000035
ROSALEE,7,0.000035
MAURINE,7,0.000035
LATRICE,7,0.000035
YONG,7,0.000035
JENA,7,0.000035
TARYN,7,0.000035
ELIA,7,0.000035
DEBBY,7,0.000035
MAUDIE,7,0.000035
JEANNA,7,0.000035
DELILAH,7,0.000035
CATRINA,7,0.000035
SHONDA,7,0.000035
HORTENCIA,7,0.000035
THEODORA,7,0.000035
TERESITA,7,0.000035
ROBBIN,7,0.000035
DANETTE,7,0.000035
MARYJANE,7,0.000035
FREDDIE,7,0.000035
DELPHINE,7,0.000035
BRIANNE,7,0.000035
NILDA,7,0.000035
DANNA,7,0.000035
CINDI,7,0.000035
BESS,7,0.000035
IONA,7,0.000035
HANNA,7,0.000035
ARIEL,7,0.000035
WINONA,7,0.000035
VIDA,7,0.000035
ROSITA,7,0.000035
MARIANNA,7,0.000035
WILLIAM,7,0.000035
RACHEAL,7,0.000035
GUILLERMINA,7,0.000035
ELOISA,7,0.000035
CELESTINE,7,0.000035
CAREN,7,0.000035
MALISSA,7,0.000035
LONA,7,0.000035
CHANTEL,7,0.000035
SHELLIE,7,0.000035
MARISELA,7,0.000035
LEORA,7,0.000035
AGATHA,7,0.000035
SOLEDAD,7,0.000035
MIGDALIA,7,0.000035
IVETTE,7,0.000035
CHRISTEN,7,0.000035
ATHENA,7,0.000035
JANEL,7,0.000035
CHLOE,7,0.000035
VEDA,7,0.000035
PATTIE,7,0.000035
TESSIE,7,0.000035
TERA,7,0.000035
MARILYNN,7,0.000035
LUCRETIA,7,0.000035
KARRIE,7,0.000035
DINAH,7,0.000035
DANIELA,7,0.000035
ALECIA,7,0.000035
ADELINA,7,0.000035
VERNICE,7,0.000035
SHIELA,7,0.000035
PORTIA,7,0.000035
MERRY,7,0.000035
LASHAWN,7,0.000035
DEVON,7,0.000035
DARA,7,0.000035
TAWANA,7,0.000035
OMA,7,0.000035
VERDA,7,0.000035
CHRISTIN,7,0.000035
ALENE,7,0.000035
HERSCHEL,7,0.000035
ALVA,7,0.000035
GIOVANNI,7,0.000035
GARTH,7,0.000035
CYRUS,7,0.000035
CYRIL,7,0.000035
RONNY,7,0.000035
STEVIE,7,0.000035
LON,7,0.000035
FREEMAN,7,0.000035
ERIN,7,0.000035
DUNCAN,7,0.000035
KENNITH,7,0.000035
CARMINE,7,0.000035
AUGUSTINE,7,0.000035
YOUNG,7,0.000035
ERICH,7,0.000035
CHADWICK,7,0.000035
WILBURN,7,0.000035
RUSS,7,0.000035
REID,7,0.000035
MYLES,7,0.000035
ANDERSON,7,0.000035
MORTON,7,0.000035
JONAS,7,0.000035
FOREST,7,0.000035
MITCHEL,7,0.000035
MERVIN,7,0.000035
ZANE,7,0.000035
RICH,7,0.000035
JAMEL,7,0.000035
LAZARO,7,0.000035
ALPHONSE,7,0.000035
RANDELL,7,0.000035
MAJOR,7,0.000035
JOHNIE,7,0.000035
JARRETT,7,0.000035
BROOKS,7,0.000035
ARIEL,7,0.000035
ABDUL,7,0.000035
DUSTY,7,0.000035
LUCIANO,7,0.000035
LINDSEY,7,0.000035
TRACEY,7,0.000035
SEYMOUR,7,0.000035
SCOTTIE,7,0.000035
EUGENIO,7,0.000035
MOHAMMED,7,0.000035
SANDY,7,0.000035
VALENTIN,7,0.000035
CHANCE,7,0.000035
ARNULFO,7,0.000035
LUCIEN,7,0.000035
FERDINAND,7,0.000035
THAD,7,0.000035
EZRA,7,0.000035
SYDNEY,7,0.000035
ALDO,7,0.000035
ZELLA,6,0.00003
SANDI,6,0.00003
RAFAELA,6,0.00003
MAYA,6,0.00003
KIRA,6,0.00003
CANDIDA,6,0.00003
ALVINA,6,0.00003
SUZAN,6,0.00003
SHAYLA,6,0.00003
LYN,6,0.00003
LETTIE,6,0.00003
ALVA,6,0.00003
SAMATHA,6,0.00003
ORALIA,6,0.00003
MATILDE,6,0.00003
MADONNA,6,0.00003
LARISSA,6,0.00003
VESTA,6,0.00003
RENITA,6,0.00003
INDIA,6,0.00003
DELOIS,6,0.00003
SHANDA,6,0.00003
PHILLIS,6,0.00003
LORRI,6,0.00003
ERLINDA,6,0.00003
CRUZ,6,0.00003
CATHRINE,6,0.00003
BARB,6,0.00003
ZOE,6,0.00003
ISABELL,6,0.00003
IONE,6,0.00003
GISELA,6,0.00003
CHARLIE,6,0.00003
VALENCIA,6,0.00003
ROXANNA,6,0.00003
MAYME,6,0.00003
KISHA,6,0.00003
ELLIE,6,0.00003
MELLISSA,6,0.00003
DORRIS,6,0.00003
DALIA,6,0.00003
BELLA,6,0.00003
ANNETTA,6,0.00003
ZOILA,6,0.00003
RETA,6,0.00003
REINA,6,0.00003
LAURETTA,6,0.00003
KYLIE,6,0.00003
CHRISTAL,6,0.00003
PILAR,6,0.00003
CHARLA,6,0.00003
ELISSA,6,0.00003
TIFFANI,6,0.00003
TANA,6,0.00003
PAULINA,6,0.00003
LEOTA,6,0.00003
BREANNA,6,0.00003
JAYME,6,0.00003
CARMEL,6,0.00003
VERNELL,6,0.00003
TOMASA,6,0.00003
MANDI,6,0.00003
DOMINGA,6,0.00003
SANTA,6,0.00003
MELODIE,6,0.00003
LURA,6,0.00003
ALEXA,6,0.00003
TAMELA,6,0.00003
RYAN,6,0.00003
MIRNA,6,0.00003
KERRIE,6,0.00003
VENUS,6,0.00003
NOEL,6,0.00003
FELICITA,6,0.00003
CRISTY,6,0.00003
CARMELITA,6,0.00003
BERNIECE,6,0.00003
ANNEMARIE,6,0.00003
TIARA,6,0.00003
ROSEANNE,6,0.00003
MISSY,6,0.00003
CORI,6,0.00003
ROXANA,6,0.00003
PRICILLA,6,0.00003
KRISTAL,6,0.00003
JUNG,6,0.00003
ELYSE,6,0.00003
HAYDEE,6,0.00003
ALETHA,6,0.00003
BETTINA,6,0.00003
MARGE,6,0.00003
GILLIAN,6,0.00003
FILOMENA,6,0.00003
CHARLES,6,0.00003
ZENAIDA,6,0.00003
HARRIETTE,6,0.00003
CARIDAD,6,0.00003
VADA,6,0.00003
UNA,6,0.00003
ARETHA,6,0.00003
PEARLINE,6,0.00003
MARJORY,6,0.00003
MARCELA,6,0.00003
FLOR,6,0.00003
EVETTE,6,0.00003
ELOUISE,6,0.00003
ALINA,6,0.00003
TRINIDAD,6,0.00003
DAVID,6,0.00003
DAMARIS,6,0.00003
CATHARINE,6,0.00003
CARROLL,6,0.00003
BELVA,6,0.00003
RUBIN,6,0.00003
ROYAL,6,0.00003
MITCH,6,0.00003
EARLE,6,0.00003
ABE,6,0.00003
WYATT,6,0.00003
MARQUIS,6,0.00003
LANNY,6,0.00003
KAREEM,6,0.00003
JAMAR,6,0.00003
BORIS,6,0.00003
ISIAH,6,0.00003
EMILE,6,0.00003
ELMO,6,0.00003
ARON,6,0.00003
LEOPOLDO,6,0.00003
EVERETTE,6,0.00003
JOSEF,6,0.00003
GAIL,6,0.00003
ELOY,6,0.00003
DORIAN,6,0.00003
RODRICK,6,0.00003
REINALDO,6,0.00003
LUCIO,6,0.00003
JERROD,6,0.00003
WESTON,6,0.00003
HERSHEL,6,0.00003
BARTON,6,0.00003
PARKER,6,0.00003
LEMUEL,6,0.00003
LAVERN,6,0.00003
BURT,6,0.00003
JULES,6,0.00003
GIL,6,0.00003
ELISEO,6,0.00003
AHMAD,6,0.00003
NIGEL,6,0.00003
EFREN,6,0.00003
ANTWAN,6,0.00003
ALDEN,6,0.00003
MARGARITO,6,0.00003
COLEMAN,6,0.00003
REFUGIO,6,0.00003
DINO,6,0.00003
OSVALDO,6,0.00003
LES,6,0.00003
DEANDRE,6,0.00003
NORMAND,6,0.00003
KIETH,6,0.00003
