attribute,absFrequency,relFrequency
IVORY,6,0.00003
ANDREA,6,0.00003
TREY,6,0.00003
NORBERTO,6,0.00003
NAPOLEON,6,0.00003
JEROLD,6,0.00003
FRITZ,6,0.00003
ROSENDO,6,0.00003
MILFORD,6,0.00003
SANG,6,0.00003
DEON,6,0.00003
CHRISTOPER,6,0.00003
ALFONZO,6,0.00003
LYMAN,6,0.00003
JOSIAH,6,0.00003
BRANT,6,0.00003
WILTON,6,0.00003
RICO,6,0.00003
JAMAAL,6,0.00003
DEWITT,6,0.00003
CAROL,6,0.00003
BRENTON,6,0.00003
YONG,6,0.00003
OLIN,6,0.00003
FOSTER,6,0.00003
FAUSTINO,6,0.00003
CLAUDIO,6,0.00003
JUDSON,6,0.00003
GINO,6,0.00003
EDGARDO,6,0.00003
BERRY,6,0.00003
ALEC,6,0.00003
TANNER,6,0.00003
JARRED,6,0.00003
DONN,6,0.00003
NAKIA,5,0.000025
MARLENA,5,0.000025
LUANNE,5,0.000025
LORINE,5,0.000025
KARON,5,0.000025
DORENE,5,0.000025
DANITA,5,0.000025
BRENNA,5,0.000025
TATIANA,5,0.000025
SAMMIE,5,0.000025
LOUANN,5,0.000025
LOREN,5,0.000025
JULIANNA,5,0.000025
ANDRIA,5,0.000025
PHILOMENA,5,0.000025
LUCILA,5,0.000025
LEONORA,5,0.000025
DOVIE,5,0.000025
ROMONA,5,0.000025
MIMI,5,0.000025
JACQUELIN,5,0.000025
GAYE,5,0.000025
TONJA,5,0.000025
MISTI,5,0.000025
JOE,5,0.000025
GENE,5,0.000025
CHASTITY,5,0.000025
STACIA,5,0.000025
ROXANN,5,0.000025
MICAELA,5,0.000025
NIKITA,5,0.000025
MEI,5,0.000025
VELDA,5,0.000025
MARLYS,5,0.000025
JOHNNA,5,0.000025
AURA,5,0.000025
LAVERN,5,0.000025
IVONNE,5,0.000025
HAYLEY,5,0.000025
NICKI,5,0.000025
MAJORIE,5,0.000025
HERLINDA,5,0.000025
GEORGE,5,0.000025
ALPHA,5,0.000025
YADIRA,5,0.000025
PERLA,5,0.000025
GREGORIA,5,0.000025
DANIEL,5,0.000025
ANTONETTE,5,0.000025
SHELLI,5,0.000025
MOZELLE,5,0.000025
MARIAH,5,0.000025
JOELLE,5,0.000025
CORDELIA,5,0.000025
JOSETTE,5,0.000025
CHIQUITA,5,0.000025
TRISTA,5,0.000025
LOUIS,5,0.000025
LAQUITA,5,0.000025
GEORGIANA,5,0.000025
CANDI,5,0.000025
SHANON,5,0.000025
LONNIE,5,0.000025
HILDEGARD,5,0.000025
CECIL,5,0.000025
VALENTINA,5,0.000025
STEPHANY,5,0.000025
MAGDA,5,0.000025
KAROL,5,0.000025
GERRY,5,0.000025
GABRIELLA,5,0.000025
TIANA,5,0.000025
ROMA,5,0.000025
RICHELLE,5,0.000025
RAY,5,0.000025
PRINCESS,5,0.000025
OLETA,5,0.000025
JACQUE,5,0.000025
IDELLA,5,0.000025
ALAINA,5,0.000025
SUZANNA,5,0.000025
JOVITA,5,0.000025
BLAIR,5,0.000025
TOSHA,5,0.000025
RAVEN,5,0.000025
NEREIDA,5,0.000025
MARLYN,5,0.000025
KYLA,5,0.000025
JOSEPH,5,0.000025
DELFINA,5,0.000025
TENA,5,0.000025
STEPHENIE,5,0.000025
SABINA,5,0.000025
NATHALIE,5,0.000025
MARCELLE,5,0.000025
GERTIE,5,0.000025
DARLEEN,5,0.000025
THEA,5,0.000025
SHARONDA,5,0.000025
SHANTEL,5,0.000025
BELEN,5,0.000025
VENESSA,5,0.000025
ROSALINA,5,0.000025
ONA,5,0.000025
GENOVEVA,5,0.000025
COREY,5,0.000025
CLEMENTINE,5,0.000025
ROSALBA,5,0.000025
RENATE,5,0.000025
RENATA,5,0.000025
MI,5,0.000025
IVORY,5,0.000025
GEORGIANNA,5,0.000025
FLOY,5,0.000025
DORCAS,5,0.000025
ARIANA,5,0.000025
TYRA,5,0.000025
THEDA,5,0.000025
MARIAM,5,0.000025
JULI,5,0.000025
JESICA,5,0.000025
DONNIE,5,0.000025
VIKKI,5,0.000025
VERLA,5,0.000025
ROSELYN,5,0.000025
MELVINA,5,0.000025
JANNETTE,5,0.000025
GINNY,5,0.000025
DEBRAH,5,0.000025
CORRIE,5,0.000025
ASIA,5,0.000025
VIOLETA,5,0.000025
MYRTIS,5,0.000025
LATRICIA,5,0.000025
COLLETTE,5,0.000025
CHARLEEN,5,0.000025
ANISSA,5,0.000025
VIVIANA,5,0.000025
TWYLA,5,0.000025
PRECIOUS,5,0.000025
NEDRA,5,0.000025
LATONIA,5,0.000025
LAN,5,0.000025
HELLEN,5,0.000025
FABIOLA,5,0.000025
ANNAMARIE,5,0.000025
ADELL,5,0.000025
SHARYN,5,0.000025
CHANTAL,5,0.000025
NIKI,5,0.000025
MAUD,5,0.000025
LIZETTE,5,0.000025
LINDY,5,0.000025
KIA,5,0.000025
KESHA,5,0.000025
JEANA,5,0.000025
DANELLE,5,0.000025
CHARLINE,5,0.000025
CHANEL,5,0.000025
CARROL,5,0.000025
VALORIE,5,0.000025
LIA,5,0.000025
DORTHA,5,0.000025
CRISTAL,5,0.000025
SUNNY,5,0.000025
LEONE,5,0.000025
LEILANI,5,0.000025
GERRI,5,0.000025
DEBI,5,0.000025
ANDRA,5,0.000025
KESHIA,5,0.000025
IMA,5,0.000025
EULALIA,5,0.000025
EASTER,5,0.000025
DULCE,5,0.000025
TRINIDAD,5,0.000025
TAD,5,0.000025
SHIRLEY,5,0.000025
PRINCE,5,0.000025
PORFIRIO,5,0.000025
ODIS,5,0.000025
MARIA,5,0.000025
LENARD,5,0.000025
CHAUNCEY,5,0.000025
CHANG,5,0.000025
TOD,5,0.000025
MEL,5,0.000025
MARCELO,5,0.000025
KORY,5,0.000025
AUGUSTUS,5,0.000025
KEVEN,5,0.000025
HILARIO,5,0.000025
BUD,5,0.000025
SAL,5,0.000025
ROSARIO,5,0.000025
ORVAL,5,0.000025
MAURO,5,0.000025
DANNIE,5,0.000025
ZACHARIAH,5,0.000025
OLEN,5,0.000025
ANIBAL,5,0.000025
MILO,5,0.000025
JED,5,0.000025
FRANCES,5,0.000025
THANH,5,0.000025
DILLON,5,0.000025
AMADO,5,0.000025
NEWTON,5,0.000025
CONNIE,5,0.000025
LENNY,5,0.000025
TORY,5,0.000025
RICHIE,5,0.000025
LUPE,5,0.000025
HORACIO,5,0.000025
BRICE,5,0.000025
MOHAMED,5,0.000025
DELMER,5,0.000025
DARIO,5,0.000025
REYES,5,0.000025
DEE,5,0.000025
MAC,5,0.000025
JONAH,5,0.000025
JERROLD,5,0.000025
ROBT,5,0.000025
HANK,5,0.000025
SUNG,5,0.000025
RUPERT,5,0.000025
ROLLAND,5,0.000025
KENTON,5,0.000025
DAMION,5,0.000025
CHI,5,0.000025
ANTONE,5,0.000025
WALDO,5,0.000025
FREDRIC,5,0.000025
BRADLY,5,0.000025
QUINN,5,0.000025
KIP,5,0.000025
BURL,5,0.000025
WALKER,5,0.000025
TYREE,5,0.000025
JEFFEREY,5,0.000025
AHMED,5,0.000025
WILLY,5,0.000025
STANFORD,5,0.000025
OREN,5,0.000025
NOBLE,5,0.000025
MOSHE,5,0.000025
MIKEL,5,0.000025
ENOCH,5,0.000025
BRENDON,5,0.000025
QUINTIN,5,0.000025
JAMISON,5,0.000025
FLORENCIO,5,0.000025
DARRICK,5,0.000025
TOBIAS,5,0.000025
MINH,5,0.000025
HASSAN,5,0.000025
GIUSEPPE,5,0.000025
DEMARCUS,5,0.000025
CLETUS,5,0.000025
TYRELL,5,0.000025
LYNDON,5,0.000025
KEENAN,5,0.000025
WERNER,5,0.000025
THEO,5,0.000025
GERALDO,5,0.000025
LOU,5,0.000025
COLUMBUS,5,0.000025
CHET,5,0.000025
BERTRAM,5,0.000025
MARKUS,5,0.000025
HUEY,5,0.000025
HILTON,5,0.000025
DWAIN,5,0.000025
DONTE,5,0.000025
TYRON,5,0.000025
OMER,5,0.000025
ISAIAS,5,0.000025
HIPOLITO,5,0.000025
FERMIN,5,0.000025
CHUNG,5,0.000025
ADALBERTO,5,0.000025
VALENTINE,5,0.000025
JAMEY,5,0.000025
BO,5,0.000025
BARRETT,5,0.000025
WHITNEY,5,0.000025
TEODORO,5,0.000025
MCKINLEY,5,0.000025
MAXIMO,5,0.000025
GARFIELD,5,0.000025
SOL,5,0.000025
RALEIGH,5,0.000025
LAWERENCE,5,0.000025
ABRAM,5,0.000025
NATIVIDAD,4,0.00002
LINNIE,4,0.00002
KAMI,4,0.00002
GEORGIE,4,0.00002
CATINA,4,0.00002
BROOK,4,0.00002
ALDA,4,0.00002
WINNIFRED,4,0.00002
SHARLA,4,0.00002
RUTHANN,4,0.00002
MEAGHAN,4,0.00002
MAGDALENE,4,0.00002
LISSETTE,4,0.00002
ADELAIDA,4,0.00002
VENITA,4,0.00002
TRENA,4,0.00002
SHIRLENE,4,0.00002
SHAMEKA,4,0.00002
ELIZEBETH,4,0.00002
DIAN,4,0.00002
SHANTA,4,0.00002
MICKEY,4,0.00002
LATOSHA,4,0.00002
CARLOTTA,4,0.00002
WINDY,4,0.00002
SOON,4,0.00002
ROSINA,4,0.00002
MARIANN,4,0.00002
LEISA,4,0.00002
JONNIE,4,0.00002
DAWNA,4,0.00002
CATHIE,4,0.00002
BILLY,4,0.00002
ASTRID,4,0.00002
SIDNEY,4,0.00002
LAUREEN,4,0.00002
JANEEN,4,0.00002
HOLLI,4,0.00002
FAWN,4,0.00002
VICKEY,4,0.00002
TERESSA,4,0.00002
SHANTE,4,0.00002
RUBYE,4,0.00002
MARCELINA,4,0.00002
CHANDA,4,0.00002
CARY,4,0.00002
TERESE,4,0.00002
SCARLETT,4,0.00002
MARTY,4,0.00002
MARNIE,4,0.00002
LULU,4,0.00002
LISETTE,4,0.00002
JENIFFER,4,0.00002
ELENOR,4,0.00002
DORINDA,4,0.00002
DONITA,4,0.00002
CARMAN,4,0.00002
BERNITA,4,0.00002
ALTAGRACIA,4,0.00002
ALETA,4,0.00002
ADRIANNA,4,0.00002
ZORAIDA,4,0.00002
RONNIE,4,0.00002
NICOLA,4,0.00002
LYNDSEY,4,0.00002
KENDALL,4,0.00002
JANINA,4,0.00002
CHRISSY,4,0.00002
AMI,4,0.00002
STARLA,4,0.00002
PHYLIS,4,0.00002
PHUONG,4,0.00002
KYRA,4,0.00002
CHARISSE,4,0.00002
BLANCH,4,0.00002
SANJUANITA,4,0.00002
RONA,4,0.00002
NANCI,4,0.00002
MARILEE,4,0.00002
MARANDA,4,0.00002
CORY,4,0.00002
BRIGETTE,4,0.00002
SANJUANA,4,0.00002
MARITA,4,0.00002
KASSANDRA,4,0.00002
JOYCELYN,4,0.00002
IRA,4,0.00002
FELIPA,4,0.00002
CHELSIE,4,0.00002
BONNY,4,0.00002
MIREYA,4,0.00002
LORENZA,4,0.00002
KYONG,4,0.00002
ILEANA,4,0.00002
CANDELARIA,4,0.00002
TONY,4,0.00002
TOBY,4,0.00002
SHERIE,4,0.00002
OK,4,0.00002
MARK,4,0.00002
LUCIE,4,0.00002
LEATRICE,4,0.00002
LAKESHIA,4,0.00002
GERDA,4,0.00002
EDIE,4,0.00002
BAMBI,4,0.00002
MARYLIN,4,0.00002
LAVON,4,0.00002
HORTENSE,4,0.00002
GARNET,4,0.00002
EVIE,4,0.00002
TRESSA,4,0.00002
SHAYNA,4,0.00002
LAVINA,4,0.00002
KYUNG,4,0.00002
JEANETTA,4,0.00002
SHERRILL,4,0.00002
SHARA,4,0.00002
PHYLISS,4,0.00002
MITTIE,4,0.00002
ANABEL,4,0.00002
ALESIA,4,0.00002
THUY,4,0.00002
TAWANDA,4,0.00002
RICHARD,4,0.00002
JOANIE,4,0.00002
TIFFANIE,4,0.00002
LASHANDA,4,0.00002
KARISSA,4,0.00002
ENRIQUETA,4,0.00002
DARIA,4,0.00002
DANIELLA,4,0.00002
CORINNA,4,0.00002
ALANNA,4,0.00002
ABBEY,4,0.00002
ROXANE,4,0.00002
ROSEANNA,4,0.00002
MAGNOLIA,4,0.00002
LIDA,4,0.00002
KYLE,4,0.00002
JOELLEN,4,0.00002
ERA,4,0.00002
CORAL,4,0.00002
CARLEEN,4,0.00002
TRESA,4,0.00002
PEGGIE,4,0.00002
NOVELLA,4,0.00002
NILA,4,0.00002
MAYBELLE,4,0.00002
JENELLE,4,0.00002
CARINA,4,0.00002
NOVA,4,0.00002
MELINA,4,0.00002
MARQUERITE,4,0.00002
MARGARETTE,4,0.00002
JOSEPHINA,4,0.00002
EVONNE,4,0.00002
DEVIN,4,0.00002
CINTHIA,4,0.00002
ALBINA,4,0.00002
TOYA,4,0.00002
TAWNYA,4,0.00002
SHERITA,4,0.00002
SANTOS,4,0.00002
MYRIAM,4,0.00002
LIZABETH,4,0.00002
LISE,4,0.00002
KEELY,4,0.00002
JENNI,4,0.00002
GISELLE,4,0.00002
CHERYLE,4,0.00002
ARDITH,4,0.00002
ARDIS,4,0.00002
ALESHA,4,0.00002
ADRIANE,4,0.00002
SHAINA,4,0.00002
LINNEA,4,0.00002
KAROLYN,4,0.00002
HONG,4,0.00002
FLORIDA,4,0.00002
FELISHA,4,0.00002
DORI,4,0.00002
DARCI,4,0.00002
ARTIE,4,0.00002
ARMIDA,4,0.00002
ZOLA,4,0.00002
XIOMARA,4,0.00002
VERGIE,4,0.00002
SHAMIKA,4,0.00002
NENA,4,0.00002
NANNETTE,4,0.00002
MAXIE,4,0.00002
LOVIE,4,0.00002
JEANE,4,0.00002
JAIMIE,4,0.00002
INGE,4,0.00002
FARRAH,4,0.00002
ELAINA,4,0.00002
CAITLYN,4,0.00002
STARR,4,0.00002
FELICITAS,4,0.00002
CHERLY,4,0.00002
CARYL,4,0.00002
YOLONDA,4,0.00002
YASMIN,4,0.00002
TEENA,4,0.00002
PRUDENCE,4,0.00002
PENNIE,4,0.00002
NYDIA,4,0.00002
MACKENZIE,4,0.00002
ORPHA,4,0.00002
MARVEL,4,0.00002
LIZBETH,4,0.00002
LAURETTE,4,0.00002
JERRIE,4,0.00002
HERMELINDA,4,0.00002
CAROLEE,4,0.00002
TIERRA,4,0.00002
MIRIAN,4,0.00002
META,4,0.00002
MELONY,4,0.00002
KORI,4,0.00002
JENNETTE,4,0.00002
JAMILA,4,0.00002
ENA,4,0.00002
ANH,4,0.00002
YOSHIKO,4,0.00002
SUSANNAH,4,0.00002
SALINA,4,0.00002
RHIANNON,4,0.00002
JOLEEN,4,0.00002
CRISTINE,4,0.00002
ASHTON,4,0.00002
ARACELY,4,0.00002
TOMEKA,4,0.00002
SHALONDA,4,0.00002
MARTI,4,0.00002
LACIE,4,0.00002
KALA,4,0.00002
JADA,4,0.00002
ILSE,4,0.00002
HAILEY,4,0.00002
BRITTANI,4,0.00002
RASHAD,4,0.00002
KING,4,0.00002
EMMITT,4,0.00002
DARON,4,0.00002
CHONG,4,0.00002
SAMUAL,4,0.00002
PARIS,4,0.00002
OTHA,4,0.00002
MIQUEL,4,0.00002
LACY,4,0.00002
EUSEBIO,4,0.00002
DONG,4,0.00002
DOMENIC,4,0.00002
DARRON,4,0.00002
BUSTER,4,0.00002
ANTONIA,4,0.00002
WILBER,4,0.00002
RENATO,4,0.00002
JC,4,0.00002
HOYT,4,0.00002
HAYWOOD,4,0.00002
EZEKIEL,4,0.00002
CHAS,4,0.00002
FLORENTINO,4,0.00002
ELROY,4,0.00002
CLEMENTE,4,0.00002
ARDEN,4,0.00002
NEVILLE,4,0.00002
KELLEY,4,0.00002
EDISON,4,0.00002
DESHAWN,4,0.00002
CARROL,4,0.00002
SHAYNE,4,0.00002
NATHANIAL,4,0.00002
JORDON,4,0.00002
DANILO,4,0.00002
CLAUD,4,0.00002
VAL,4,0.00002
SHERWOOD,4,0.00002
RAYMON,4,0.00002
RAYFORD,4,0.00002
CRISTOBAL,4,0.00002
AMBROSE,4,0.00002
TITUS,4,0.00002
HYMAN,4,0.00002
FELTON,4,0.00002
EZEQUIEL,4,0.00002
ERASMO,4,0.00002
STANTON,4,0.00002
LONNY,4,0.00002
LEN,4,0.00002
IKE,4,0.00002
MILAN,4,0.00002
LINO,4,0.00002
JAROD,4,0.00002
HERB,4,0.00002
ANDREAS,4,0.00002
WALTON,4,0.00002
RHETT,4,0.00002
PALMER,4,0.00002
JUDE,4,0.00002
DOUGLASS,4,0.00002
CORDELL,4,0.00002
OSWALDO,4,0.00002
ELLSWORTH,4,0.00002
VIRGILIO,4,0.00002
TONEY,4,0.00002
NATHANAEL,4,0.00002
DEL,4,0.00002
BRITT,4,0.00002
BENEDICT,4,0.00002
MOSE,4,0.00002
HONG,4,0.00002
LEIGH,4,0.00002
JOHNSON,4,0.00002
ISREAL,4,0.00002
GAYLE,4,0.00002
GARRET,4,0.00002
FAUSTO,4,0.00002
ASA,4,0.00002
ARLEN,4,0.00002
ZACK,4,0.00002
WARNER,4,0.00002
MODESTO,4,0.00002
FRANCESCO,4,0.00002
MANUAL,4,0.00002
JAE,4,0.00002
GAYLORD,4,0.00002
GASTON,4,0.00002
FILIBERTO,4,0.00002
DEANGELO,4,0.00002
MICHALE,4,0.00002
GRANVILLE,4,0.00002
WES,4,0.00002
MALIK,4,0.00002
ZACKARY,4,0.00002
TUAN,4,0.00002
NICKY,4,0.00002
ELDRIDGE,4,0.00002
CRISTOPHER,4,0.00002
CORTEZ,4,0.00002
ANTIONE,4,0.00002
MALCOM,4,0.00002
LONG,4,0.00002
KOREY,4,0.00002
JOSPEH,4,0.00002
COLTON,4,0.00002
WAYLON,4,0.00002
VON,4,0.00002
HOSEA,4,0.00002
SHAD,4,0.00002
SANTO,4,0.00002
RUDOLF,4,0.00002
ROLF,4,0.00002
REY,4,0.00002
RENALDO,4,0.00002
MARCELLUS,4,0.00002
LUCIUS,4,0.00002
LESLEY,4,0.00002
KRISTOFER,4,0.00002
BOYCE,4,0.00002
BENTON,4,0.00002
MAN,4,0.00002
KASEY,4,0.00002
JEWELL,4,0.00002
HAYDEN,4,0.00002
HARLAND,4,0.00002
ARNOLDO,4,0.00002
RUEBEN,4,0.00002
LEANDRO,4,0.00002
KRAIG,4,0.00002
JERRELL,4,0.00002
JEROMY,4,0.00002
HOBERT,4,0.00002
CEDRICK,4,0.00002
ARLIE,4,0.00002
WINFORD,4,0.00002
WALLY,4,0.00002
PATRICIA,4,0.00002
LUIGI,4,0.00002
KENETH,4,0.00002
JACINTO,4,0.00002
GRAIG,4,0.00002
FRANKLYN,4,0.00002
EDMUNDO,4,0.00002
SID,4,0.00002
PORTER,4,0.00002
LEIF,4,0.00002
LAUREN,4,0.00002
JERAMY,4,0.00002
ELISHA,4,0.00002
BUCK,4,0.00002
WILLIAN,4,0.00002
VINCENZO,4,0.00002
SHON,4,0.00002
MICHAL,4,0.00002
LYNWOOD,4,0.00002
LINDSAY,4,0.00002
JEWEL,4,0.00002
JERE,4,0.00002
HAI,4,0.00002
ELDEN,4,0.00002
DORSEY,4,0.00002
DARELL,4,0.00002
BRODERICK,4,0.00002
ALONSO,4,0.00002
ZONA,3,0.000015
SYBLE,3,0.000015
SHERRYL,3,0.000015
RANDY,3,0.000015
NIDIA,3,0.000015
MARLO,3,0.000015
KANDICE,3,0.000015
KANDI,3,0.000015
DEB,3,0.000015
DEAN,3,0.000015
AMERICA,3,0.000015
ALYCIA,3,0.000015
TOMMY,3,0.000015
RONNA,3,0.000015
NORENE,3,0.000015
MERCY,3,0.000015
JOSE,3,0.000015
INGEBORG,3,0.000015
GIOVANNA,3,0.000015
GEMMA,3,0.000015
CHRISTEL,3,0.000015
AUDRY,3,0.000015
ZORA,3,0.000015
VITA,3,0.000015
VAN,3,0.000015
TRISH,3,0.000015
STEPHAINE,3,0.000015
SHIRLEE,3,0.000015
SHANIKA,3,0.000015
MELONIE,3,0.000015
MAZIE,3,0.000015
JAZMIN,3,0.000015
INGA,3,0.000015
HOA,3,0.000015
HETTIE,3,0.000015
GERALYN,3,0.000015
FONDA,3,0.000015
ESTRELLA,3,0.000015
ADELLA,3,0.000015
SU,3,0.000015
SARITA,3,0.000015
RINA,3,0.000015
MILISSA,3,0.000015
MARIBETH,3,0.000015
GOLDA,3,0.000015
EVON,3,0.000015
ETHELYN,3,0.000015
ENEDINA,3,0.000015
CHERISE,3,0.000015
CHANA,3,0.000015
VELVA,3,0.000015
TAWANNA,3,0.000015
SADE,3,0.000015
MIRTA,3,0.000015
LI,3,0.000015
KARIE,3,0.000015
JACINTA,3,0.000015
ELNA,3,0.000015
DAVINA,3,0.000015
CIERRA,3,0.000015
ASHLIE,3,0.000015
ALBERTHA,3,0.000015
TANESHA,3,0.000015
STEPHANI,3,0.000015
NELLE,3,0.000015
MINDI,3,0.000015
LU,3,0.000015
LORINDA,3,0.000015
LARUE,3,0.000015
FLORENE,3,0.000015
DEMETRA,3,0.000015
DEDRA,3,0.000015
CIARA,3,0.000015
CHANTELLE,3,0.000015
ASHLY,3,0.000015
SUZY,3,0.000015
ROSALVA,3,0.000015
NOELIA,3,0.000015
LYDA,3,0.000015
LEATHA,3,0.000015
KRYSTYNA,3,0.000015
KRISTAN,3,0.000015
KARRI,3,0.000015
DARLINE,3,0.000015
DARCIE,3,0.000015
CINDA,3,0.000015
CHEYENNE,3,0.000015
CHERRIE,3,0.000015
AWILDA,3,0.000015
ALMEDA,3,0.000015
ROLANDA,3,0.000015
LANETTE,3,0.000015
JERILYN,3,0.000015
GISELE,3,0.000015
EVALYN,3,0.000015
CYNDI,3,0.000015
CLETA,3,0.000015
CARIN,3,0.000015
ZINA,3,0.000015
ZENA,3,0.000015
VELIA,3,0.000015
TANIKA,3,0.000015
PAUL,3,0.000015
CHARISSA,3,0.000015
THOMAS,3,0.000015
TALIA,3,0.000015
MARGARETE,3,0.000015
LAVONDA,3,0.000015
KAYLEE,3,0.000015
KATHLENE,3,0.000015
JONNA,3,0.000015
IRENA,3,0.000015
ILONA,3,0.000015
IDALIA,3,0.000015
CANDIS,3,0.000015
CANDANCE,3,0.000015
BRANDEE,3,0.000015
ANITRA,3,0.000015
ALIDA,3,0.000015
SIGRID,3,0.000015
NICOLETTE,3,0.000015
MARYJO,3,0.000015
LINETTE,3,0.000015
HEDWIG,3,0.000015
CHRISTIANA,3,0.000015
CASSIDY,3,0.000015
ALEXIA,3,0.000015
TRESSIE,3,0.000015
MODESTA,3,0.000015
LUPITA,3,0.000015
LITA,3,0.000015
GLADIS,3,0.000015
EVELIA,3,0.000015
DAVIDA,3,0.000015
CHERRI,3,0.000015
CECILY,3,0.000015
ASHELY,3,0.000015
ANNABEL,3,0.000015
AGUSTINA,3,0.000015
WANITA,3,0.000015
SHIRLY,3,0.000015
ROSAURA,3,0.000015
HULDA,3,0.000015
EUN,3,0.000015
BAILEY,3,0.000015
YETTA,3,0.000015
VERONA,3,0.000015
THOMASINA,3,0.000015
SIBYL,3,0.000015
SHANNAN,3,0.000015
MECHELLE,3,0.000015
LUE,3,0.000015
LEANDRA,3,0.000015
LANI,3,0.000015
KYLEE,3,0.000015
KANDY,3,0.000015
JOLYNN,3,0.000015
FERNE,3,0.000015
EBONI,3,0.000015
CORENE,3,0.000015
ALYSIA,3,0.000015
ZULA,3,0.000015
NADA,3,0.000015
MOIRA,3,0.000015
LYNDSAY,3,0.000015
LORRETTA,3,0.000015
JUAN,3,0.000015
JAMMIE,3,0.000015
HORTENSIA,3,0.000015
GAYNELL,3,0.000015
CAMERON,3,0.000015
ADRIA,3,0.000015
VINA,3,0.000015
VICENTA,3,0.000015
TANGELA,3,0.000015
STEPHINE,3,0.000015
NORINE,3,0.000015
NELLA,3,0.000015
LIANA,3,0.000015
LESLEE,3,0.000015
KIMBERELY,3,0.000015
ILIANA,3,0.000015
GLORY,3,0.000015
FELICA,3,0.000015
EMOGENE,3,0.000015
ELFRIEDE,3,0.000015
EDEN,3,0.000015
EARTHA,3,0.000015
CARMA,3,0.000015
BEA,3,0.000015
OCIE,3,0.000015
MARRY,3,0.000015
LENNIE,3,0.000015
KIARA,3,0.000015
JACALYN,3,0.000015
CARLOTA,3,0.000015
ARIELLE,3,0.000015
YU,3,0.000015
STAR,3,0.000015
OTILIA,3,0.000015
KIRSTIN,3,0.000015
KACEY,3,0.000015
JOHNETTA,3,0.000015
JOEY,3,0.000015
JOETTA,3,0.000015
JERALDINE,3,0.000015
JAUNITA,3,0.000015
ELANA,3,0.000015
DORTHEA,3,0.000015
CAMI,3,0.000015
AMADA,3,0.000015
ADELIA,3,0.000015
VERNITA,3,0.000015
TAMAR,3,0.000015
SIOBHAN,3,0.000015
RENEA,3,0.000015
RASHIDA,3,0.000015
OUIDA,3,0.000015
ODELL,3,0.000015
NILSA,3,0.000015
MERYL,3,0.000015
KRISTYN,3,0.000015
JULIETA,3,0.000015
DANICA,3,0.000015
BREANNE,3,0.000015
AUREA,3,0.000015
ANGLEA,3,0.000015
SHERRON,3,0.000015
ODETTE,3,0.000015
MALIA,3,0.000015
LORELEI,3,0.000015
LIN,3,0.000015
LEESA,3,0.000015
KENNA,3,0.000015
KATHLYN,3,0.000015
FIONA,3,0.000015
CHARLETTE,3,0.000015
SUZIE,3,0.000015
SHANTELL,3,0.000015
SABRA,3,0.000015
RACQUEL,3,0.000015
MYONG,3,0.000015
MIRA,3,0.000015
MARTINE,3,0.000015
LUCIENNE,3,0.000015
LAVADA,3,0.000015
JULIANN,3,0.000015
JOHNIE,3,0.000015
ELVERA,3,0.000015
DELPHIA,3,0.000015
CLAIR,3,0.000015
CHRISTIANE,3,0.000015
CHAROLETTE,3,0.000015
CARRI,3,0.000015
AUGUSTINE,3,0.000015
ASHA,3,0.000015
ANGELLA,3,0.000015
PAOLA,3,0.000015
NINFA,3,0.000015
LEDA,3,0.000015
LAI,3,0.000015
EDA,3,0.000015
SUNSHINE,3,0.000015
STEFANI,3,0.000015
SHANELL,3,0.000015
PALMA,3,0.000015
MACHELLE,3,0.000015
LISSA,3,0.000015
KECIA,3,0.000015
KATHRYNE,3,0.000015
KARLENE,3,0.000015
JULISSA,3,0.000015
JETTIE,3,0.000015
JENNIFFER,3,0.000015
HUI,3,0.000015
CORRINA,3,0.000015
CHRISTOPHER,3,0.000015
CAROLANN,3,0.000015
ALENA,3,0.000015
TESS,3,0.000015
ROSARIA,3,0.000015
MYRTICE,3,0.000015
MARYLEE,3,0.000015
LIANE,3,0.000015
KENYATTA,3,0.000015
JUDIE,3,0.000015
JANEY,3,0.000015
IN,3,0.000015
ELMIRA,3,0.000015
ELDORA,3,0.000015
DENNA,3,0.000015
CRISTI,3,0.000015
CATHI,3,0.000015
ZAIDA,3,0.000015
VONNIE,3,0.000015
VIVA,3,0.000015
VERNIE,3,0.000015
ROSALINE,3,0.000015
MARIELA,3,0.000015
LUCIANA,3,0.000015
LESLI,3,0.000015
KARAN,3,0.000015
FELICE,3,0.000015
DENEEN,3,0.000015
ADINA,3,0.000015
WYNONA,3,0.000015
TARSHA,3,0.000015
SHERON,3,0.000015
SHASTA,3,0.000015
SHANITA,3,0.000015
SHANI,3,0.000015
SHANDRA,3,0.000015
RANDA,3,0.000015
PINKIE,3,0.000015
PARIS,3,0.000015
NELIDA,3,0.000015
MARILOU,3,0.000015
LYLA,3,0.000015
LAURENE,3,0.000015
LACI,3,0.000015
JOI,3,0.000015
JANENE,3,0.000015
DOROTHA,3,0.000015
DANIELE,3,0.000015
DANI,3,0.000015
CAROLYNN,3,0.000015
CARLYN,3,0.000015
BERENICE,3,0.000015
AYESHA,3,0.000015
ANNELIESE,3,0.000015
ALETHEA,3,0.000015
THERSA,3,0.000015
TAMIKO,3,0.000015
RUFINA,3,0.000015
OLIVA,3,0.000015
MOZELL,3,0.000015
MARYLYN,3,0.000015
MADISON,3,0.000015
KRISTIAN,3,0.000015
KATHYRN,3,0.000015
KASANDRA,3,0.000015
